,no,author,content,true-author
253,00143,candidate00003," Title: Mid-Continent Gas Trader Location: , TX Job Number: WG-0005 Sector: Natural Gas Occupation: Trading Education: Bachelors/ Description: Reliant Resources, based in , Texas, provides electricity and energy services to wholesale and retail customers in the U.S. and Europe, marketing those services under the Reliant Energy brand name. The company has nearly 29,000 megawatts of power generation capacity in operation, under construction or advanced development, or under contract in the U.S. It is one of the top marketers of both power and natural gas in North America. The company also has wholesale trading and marketing operations and nearly 3,500 megawatts of power generation in operation in Western Europe. At the retail level, Reliant Resources provides a complete suite of energy products and services to 1.7 million electricity customers in Texas ranging from residences and small businesses to large commercial, institutional and industrial customers. Reliant Resources currently is a majority-owned subsidiary of Reliant Energy. Duties/Responsibilities: Responsibilities include reporting and explaining in detail trading positions, mark-to-market evaluations, and profit and loss statements relating to trading activities. Must grow and sustain a profitable natural gas trading book, as well as a natural gas transportation book for the Mid Continent and Chicago regions. Ability to trade illiquid, uncommon points on pipelines for profit and capture arbitrage from fuel switching capabilities. also assist the Business Origination and Development group in evaluating projects and structuring products. Must have complete knowledge of futures, structured options, extendables, swaps, and other financial instruments; capacity release and the management and acquisition of pipeline capacity; the transportation system infrastructure; and fuel switching capabilities. Understands mark-to-market and profit and loss reports, technical evaluations and financial modeling. Skills Required: Bachelor's degree required. Must have at least seven years of related industry experience, as well as five or more years gas trading experience. Must be able to participate in a team environment, sharing knowledge with trading and gas control personnel and have the ability to interact with people at all levels within and outside the company. Contact Information mgibbs@reliant.com <mailto:mgibbs@reliant.com> Privacy Policy </privacy.asp> | Legal Statement </disclaimer.asp> support@energyjobsnetwork.com <mailto:staff@energyjobsnetwork.com> or call 1-866-356-2638 ",candidate00003
254,00144,candidate00003, Let me know what curve the following deals are being marked against. Deal Comment 709610 IF buy from Spinn 646513 Z2 wh to St 45 709620 IF sell at St 45 709703 Z2 Wh IF buy 637093 Z2 wh to St 45 709704 If sell at St45 709706 GD buy at St 45 646529 Z2 wh to St 65 709708 GD sell at St 65 710458 Buy at Utos 726967 Utos to St 65 726064 Sell at ST 65 709722 Z3 wh buy at IF 637107 Z3 to St 65 709723 IF sell at St 65 ,candidate00003
255,00145,candidate00003," The attached worksheet has the Boston Gas contracts on Iroq and Tenn and the AEC contract on National Fuel along with all the other contracts we have on Iroq, Nat Fuel, ant Tenn. The contract number is in column P and the three contracts are highlighted in a light blue. ",candidate00003
256,00146,candidate00003," Update: ENA was buying daily swing gas from Sequent on Florida to supply the City of Tallahassee deal. Sequent says this deal is an administrative burden and has elected not to supply any more gas to ENA after 2/1/2002. Goodell called Bohall with PanCanadian to see if they would become our new swing supplier. told me that they would sell us gas under the following conditions, the deal has to be on PanCanadian's paper we need to let PanCanadian know by 8:00 AM every morning and ENA must take the same daily volumes over weekends and holidays. This is a problem because Tallahassee does not have to take the same daily volumes over weekends and holidays and Tallahassee does not need to notify ENA until 9:00 AM. will see if they can work with a 9:00 AM deadline. ",candidate00003
257,00147,candidate00003, You are my hero. I am going to have a 2 day backup plan just in case Dominion doesn't deliver any gas. ,candidate00003
258,00148,candidate00003," Hey team! Man have I been waiting for this day. I have a meeting at 9:00 AM this morning. It's a meeting with lawyers so it is very possible that it will go through lunch. 't wait for me if you can't get ahold of me. I hope to be there cause I wanna see JEAN, the light of my life. --- HANDS OFF JACK! ",candidate00003
259,00149,candidate00003, Robin needs a back doctor recomendation. Who do you think she should see? ,candidate00003
260,00150,candidate00003," Demand charges are showing up now. We still have a problem with the 9th (4500 @ $5.445), this should not be on the invoice. My Transco scheduler has informed me that they have taken the volume to 0 in Unify and that this item will need to be ""actualized"" 0 by volume management. I don't know how that part works. , are you volume manangement?? ",candidate00003
261,00151,candidate00003, I called to hassle you and you were not there. The lady from 's party called me today. She wants to show me a couple of houses. What do you think? I told her tomorrow would be4 fine. ,candidate00003
262,00152,candidate00003," Just sold 10,000 MMBtu per day at to MidAmerican Energy Company at $2.47 for March. My contact at MidAmerican is Evans (515-281-2698). said he was using Apr Nymx + $.05 to calculate his price. ",candidate00003
263,00153,candidate00003," I have a problem keeping my cell phone battery charged up. But, my pager still works so I'm wearing it if you guys need me. My pager number is 877-498-5497. Do not leave a voice message on it because I can't retrieve those. ",candidate00003
264,00154,candidate00003, I just deleted something you emailed me on March 20th or 21st. I think it might have been related to Columbia gas but I'm not sure. ,candidate00003
265,00155,candidate00003, Hernandez is currently working as a contract employee for . told me her contract runs out at the end of this month. and I both loved working with her and think she would be a good employee to keep on the gas side if you have any spots available. Her last spot on the gas side was in deal validation. ,candidate00003
266,00156,candidate00003," , it looks like the gas I sold you on the Nov 13 did not get scheduled. The volume was 2700 dth. Still checking on the 9th. ",candidate00003
267,00157,candidate00003," we have been selling txu 10,000 day on lone star since the 1st. for tomorrow we are selling them 6,000 instead of 10,000 ",candidate00003
268,00158,candidate00003, http://www.people.fas.harvard.edu/~pyang/flash/miniputt.swf ,candidate00003
269,00159,candidate00003, just told me you have a BUNCH of stuff on your plate and I think you are about to get much busier too. ,candidate00003
270,00160,candidate00003," , I think we finally have everything done on our side. Would you give me your phone number and address and we will mail you the GISB. ",candidate00003
271,00161,candidate00003, I need to go get a beer with for a little while. Is that ok? ,candidate00003
272,00162,candidate00003," When I look at my position manager for TP3 on 1st-4th, its short by 9189. TCO is long by 9189 for the same time frame. Part of the problem is deal 1016655. I can see that the volumes on the deal for the 1st thru the 4th, but they don't show up in Unify. These volumes also do not show up on my P&L. My unaccounted volume on TP3 for September is (36,846 roughly 9189 x 4 days). TRCO Team, would you changed the pathed volume in Unify on this deal for the 1st thru the 4th by 1dt please? I would like to see if that has an impact. ",candidate00003
273,00163,candidate00003," One day a farmer's donkey fell down into a well. The animal cried piteously for hours as the farmer tried to figure out what to do. Finally he decided the animal was old and the well needed to be covered up anyway. It just wasn't worth it to retrieve the donkey. He invited all his neighbors to come over and help him. They all grabbed a shovel and began to shovel dirt into the well. At first, the donkey realized what was happening and cried horribly. Then, to everyone's amazement, he quieted down. A few shovel loads later, the farmer finally looked down the well and was astonished at what he saw. With every shovel of dirt that hit his back, the donkey was doing something amazing. He would shake it off and take a step up. As the farmer's neighbors continued to shovel dirt on top of the animal, he would shake it off and take a step up. Pretty soon, everyone was amazed as the donkey stepped up over the edge of the well and trotted off! Now, the Moral of the Story: Life is going to shovel dirt on you, all kinds of dirt. The trick to getting out of the well is to shake it off and take a step up. Each of our troubles is a stepping stone. We can get out of the deepest wells just by not stopping, never giving up! Shake it off and take a step up! Remember the five simple rules to be happy: 1. Free your heart from hatred. 2. Free your mind from worries. 3. Live simply. 4. Give more. 5. Expect less. P.S.: The donkey later came back and kicked THE SHIT out of the bastard that tried burying him. Moral: When you try to cover your ass, it always comes back to get you. ",candidate00003
